image_id,qa_id,task,qa_type,question,ground_truth,predicted,score,overall,model
3000-0003,sp2,adjacency,spatial_qa,Which room is directly connected to the KITCHEN with 32x80 cased opening?,The LIVING/DINING ROOM,The room directly connected to the KITCHEN with a 32x80 cased opening is the LIVING / DINING ROOM.,1.0,1.0,Cohere Command A Vision
3000-0003,sp3,access_to_outside,spatial_qa,Which room has direct access to the SCREEN PORCH?,Main Bedroom,The MAIN BEDROOM has direct access to the SCREEN PORCH.,1.0,1.0,Cohere Command A Vision
3000-0003,cnt1,count_windows,counting_qa,How many windows are available for the living/dinning space?,Four (4),There are no windows indicated for the living/dining space on this floor plan.,0.0,0.0,Cohere Command A Vision
3000-0003,cmp1,largest_room,comparison_qa,Which room has the largest area?,Living / Dining Room,The living/dining room has the largest area.,1.0,1.0,Cohere Command A Vision
3000-0003,cmp2,close_access,comparison_qa,Which room is closely accessible from the living/dinning room? the Screen porch or the mudroom?,The mudroom,The mudroom is closely accessible from the living/dining room.,1.0,1.0,Cohere Command A Vision
3000-0004,ocr1,read_slope,ocr_qa,What is the slope indicated for the lower shed roof?,2.0/12,The slope indicated for the lower shed roof is 2/12.,1.0,1.0,Cohere Command A Vision
3000-0004,ocr2,read_area_text,ocr_qa,What flooring type is specified for the front bedrooms?,"HARDWOOD FLOOR, TYP.","The flooring type specified for the front bedrooms is ""HARDWOOD FLOOR, TYP.""",1.0,1.0,Cohere Command A Vision
3000-0004,sp1,window_shed_roof,spatial_qa,Which room has window facing the shed roof?,REAR BEDROOM,The rear bedroom has a window facing the shed roof.,1.0,1.0,Cohere Command A Vision
3000-0004,sp2,no_built_in_closet,spatial_qa,Which bedroom has no built-in closet?,REAR BEDROOM,The rear bedroom has no built-in closet.,1.0,1.0,Cohere Command A Vision
3000-0004,cnt1,count_window,counting_qa,How many windows does the BATH have?,One (1) window,"The bath has one window. It is located on the wall adjacent to the toilet and sink, providing natural light and ventilation to the bathroom space.",1.0,1.0,Cohere Command A Vision
3000-0004,cmp1,largest_bedrooms,comparison_qa,Which bedroom has the largest area?,Bedroom on the bottom/lower left corner,"The bedroom with the largest area is the one located at the bottom left of the floor plan. It measures 14'-0"" x 14'-0"", which gives it an area of 196 square feet. This is larger than the other bedroom shown, which measures 14'-0"" x 10'-0"" and has an area of 140 square feet.",1.0,1.0,Cohere Command A Vision
3000-0004,cmp2,more_windows,comparison_qa,Which bedroom has more windows?,Bedroom on the bottom/lower left corner.,The rear bedroom has more windows.,0.0,0.0,Cohere Command A Vision
3000-0004,cmp3,fewer_windows,comparison_qa,Which bedroom has fewer windows?,Bedroom on the bottom/lower right corner.,The rear bedroom has fewer windows.,0.0,0.0,Cohere Command A Vision
3000-0005,ocr1,read_room_label,ocr_qa,What is the name of the room adjacent to the KITCHEN on the right?,MUDROOM,The room adjacent to the KITCHEN on the right is the UTILITY CLOSET.,0.0,0.0,Cohere Command A Vision
3000-0005,ocr2,read_material_label,ocr_qa,What is the minimum clearance specified between the coats room to the stairs?,Minimum of 3',"The minimum clearance specified between the coats room and the stairs is 3'-0"".",1.0,1.0,Cohere Command A Vision
3000-0005,sp1,room_identification,spatial_qa,What is the name of the room located next to the DINING area on the right?,KITCHEN,The room located next to the DINING area on the right is the KITCHEN.,1.0,1.0,Cohere Command A Vision
3000-0005,sp2,access_to_stairs,spatial_qa,Which room gives direct access to the stairs to the upper level?,LIVING ROOM,The living room provides direct access to the stairs leading to the upper level.,1.0,1.0,Cohere Command A Vision
3000-0005,sp3,access_to_outside,spatial_qa,Which room provides direct access to the 3'x4' back stoop?,Mudroom,The mudroom provides direct access to the 3'x4' back stoop.,1.0,1.0,Cohere Command A Vision
3000-0005,cnt1,count_toilet,counting_qa,How many toilets (W.C) does the floor plan have?,One (1) toilet/W.C,The floor plan has one toilet (W.C).,1.0,1.0,Cohere Command A Vision
3000-0005,cmp1,largest_space,comparison_qa,Which space has the largest area?,Living Room,The living room has the largest area.,1.0,1.0,Cohere Command A Vision
3000-0005,cmp2,larger_space,comparison_qa,Which room has more space? the WC or the MUDROOM?,The MUDROOM,"To determine which room has more space, we need to calculate the area of both the WC (Water Closet) and the Mudroom.

**WC (Water Closet):**
- The dimensions provided for the WC are 5'-0"" x 3'-4"".
- Converting these dimensions to feet: 5 feet x 3.33 feet (since 4 inches is approximately 0.33 feet).
- Area of WC = 5 ft x 3.33 ft = 16.65 square feet.

**Mudroom:**
- The dimensions provided for the Mudroom are 8'-0"" x 5'-0"".
- Converting these dimensions to feet: 8 feet x 5 feet.
- Area of Mudroom = 8 ft x 5 ft = 40 square feet.

Comparing the two areas:
- The WC has an area of 16.65 square feet.
- The Mudroom has an area of 40 square feet.

Therefore, the Mudroom has more space than the WC.",1.0,1.0,Cohere Command A Vision
Apple-headquarter-plan-15-page-01,ocr1,consulting_firms,ocr_qa,What are the consulting firms listed in the title block?,"6 consulting firms: Foster + Partners, Arup, OLIN, KIER & WRIGHT, alta and WATRY DESIGN, INC.","The consulting firms listed in the title block of the engineering/architectural drawing are:

1. **Foster + Partners**
2. **ARUP**
3. **OLIN**
4. **KIER & WRIGHT**
5. **alta**
6. **WATERY DESIGN, INC.**

These firms are likely involved in various aspects of the project, such as architecture, engineering, landscape design, and other specialized services.",0.0,0.0,Cohere Command A Vision
Apple-headquarter-plan-15-page-01,ocr2,read_titleblock_client,ocr_qa,What is the client of the project written on the title block?,Apple Inc.,Apple Inc.,1.0,1.0,Cohere Command A Vision
Apple-headquarter-plan-15-page-01,ocr3,read_project_name,ocr_qa,What is the project name written on the title block?,Apple Campus 2,Apple Campus 2,1.0,1.0,Cohere Command A Vision
Apple-headquarter-plan-15-page-01,ocr4,scale_reading,ocr_qa,What scale is listed in the title block for this plan?,"1"" = 64'","The scale listed in the title block for this plan is 1""=40'.",0.0,0.0,Cohere Command A Vision
Apple-headquarter-plan-15-page-01,ocr5,internal_radius,ocr_qa,What is the internal radius of the circular building?,"580'-11""","The internal radius of the circular building is 70'-2"".",0.0,0.0,Cohere Command A Vision
Apple-headquarter-plan-15-page-01,ocr6,external_radius,ocr_qa,What is the external (outer) radius of the circular building?,"760'-7""","The external (outer) radius of the circular building is 380'-0"".",0.0,0.0,Cohere Command A Vision
Apple-headquarter-plan-15-page-01,ocr7,restaurant_space,ocr_qa,What is the size of Restaurant space in square feet?,"58,000 square feet","The size of the Restaurant space is 5,800 square feet.",0.0,0.0,Cohere Command A Vision
Apple-headquarter-plan-15-page-01,ocr8,right_side_road,ocr_qa,What is the name of the road labeled to the right side of the plan?,TANTAU AVENUE,The road labeled to the right side of the plan is Tantau Avenue.,1.0,1.0,Cohere Command A Vision
Apple-headquarter-plan-15-page-01,sp1,adjacency,spatial_qa,"Which side of the ring (north, south, east, or west), on the drawing, has the Apple transit center Bus drop off area?",East,The Apple transit center Bus drop off area is located on the west side of the ring on the drawing.,0.0,0.0,Cohere Command A Vision
Apple-headquarter-plan-15-page-01,cnt1,count_access_cores,counting_qa,How many labeled access blocks are distributed around the building ring?,Nine (9),There are 8 labeled access blocks distributed around the building ring.,0.0,0.0,Cohere Command A Vision
Apple-headquarter-plan-15-page-01,cnt2,count_radial_paths,counting_qa,How many radial pedestrian paths originate from the courtyard center and extend outward?,Nine (9),There are 8 radial pedestrian paths originating from the courtyard center and extending outward.,0.0,0.0,Cohere Command A Vision
Apple-headquarter-plan-15-page-01,cmp1,more_core_access_quadrant,comparison_qa,Which quadrant of the circular building is closer to the Tantau Auditorium and Visitor Parking Structure?,Quadrant 4 or the bottom right corner.,The third quadrant of the circular building is closer to the Tantau Auditorium and Visitor Parking Structure.,0.0,0.0,Cohere Command A Vision
Apple-headquarter-plan-15-page-02,ocr1,scale_reading,ocr_qa,What is the drawing scale indicated in the title block?,"1"" = 64'","The drawing scale indicated in the title block is 1""=64'.",1.0,1.0,Cohere Command A Vision
Apple-headquarter-plan-15-page-02,ocr2,sheet_number,ocr_qa,What sheet number is shown for this drawing?,P-8.02,The sheet number shown for this drawing is 06.,0.0,0.0,Cohere Command A Vision
Apple-headquarter-plan-15-page-02,ocr3,issued_date,ocr_qa,When was the issued date for the 'Planned development permit' revision?,08/09/11,The issued date for the 'Planned development permit' revision is 08/09/11.,1.0,1.0,Cohere Command A Vision
Apple-headquarter-plan-15-page-02,sp1,orientation,spatial_qa,Are the access blocks positioned symmetrically across opposite sides of the ring?,"No, not symmetrically.","Yes, the access blocks are positioned symmetrically across opposite sides of the ring.",0.0,0.0,Cohere Command A Vision
Apple-headquarter-plan-15-page-02,sp2,general_notes_location,spatial_qa,Where is the General notes section located in the drawing?,The top right corner of the drawing.,The General notes section is located in the top right corner of the drawing.,1.0,1.0,Cohere Command A Vision
Apple-headquarter-plan-15-page-02,cnt1,count_access_cores,counting_qa,How many labeled access blocks are distributed around the building ring on this sheet?,Nine (9),There are 12 labeled access blocks distributed around the building ring on this sheet.,0.0,0.0,Cohere Command A Vision
Apple-headquarter-plan-15-page-02,cnt2,count_radial_dividers,counting_qa,How many radial division lines extend from the center to the ring?,Eight (8),There are 12 radial division lines extending from the center to the ring.,0.0,0.0,Cohere Command A Vision
Apple-headquarter-plan-15-page-02,cnt3,count_section_callouts,counting_qa,How many section view callouts are present in the drawing?,Three (3),There are 8 section view callouts present in the drawing.,0.0,0.0,Cohere Command A Vision
Apple-headquarter-plan-15-page-02,cnt4,count_consultants,counting_qa,How many consulting firms are included on this floor plan?,Five (5) consultants.,"There are six consulting firms included on this floor plan: Foster + Partners, ARUP, OLIN, Kier & Wright, Alta, and Apple Inc.",0.0,0.0,Cohere Command A Vision
Apple-headquarter-plan-15-page-02,cmp1,more_core_access_quadrant,comparison_qa,Which quadrant of the circular building has more core access?,Quadrant 1 or the top right corner.,"To determine which quadrant of the circular building has more core access, we need to analyze the layout and distribution of core areas such as elevators, staircases, and service areas.

Upon examining the drawing:

1. **Identify Core Areas**: Look for symbols or annotations that denote elevators, staircases, and other service areas. These are typically represented by specific icons or labels on architectural drawings.

2. **Count Core Access Points**: Count the number of core access points (elevators, staircases) in each quadrant. Divide the circle into four quadrants for this analysis.

3. **Compare Quadrants**: Compare the counts of core access points in each quadrant to determine which one has more.

From the drawing, it appears that the quadrants are symmetrically designed with equal access to core areas. However, if there are any discrepancies in the layout, such as additional elevators or staircases in one quadrant, that quadrant would have more core access.

**Answer**: Based on the symmetrical design observed in the drawing, all quadrants of the circular building have equal core access.",0.0,0.0,Cohere Command A Vision
Apple-headquarter-plan-15-page-07,ocr1,sheet_title,ocr_qa,What is the sheet title printed in the title block?,Main Building Basement Level 1 Stall Size Plan,"Basement Level 01: 1,140 Parking spaces",0.0,0.0,Cohere Command A Vision
Apple-headquarter-plan-15-page-07,ocr2,sheet_number,ocr_qa,What sheet number is shown for this drawing?,P-8.09,01.,0.0,0.0,Cohere Command A Vision
Apple-headquarter-plan-15-page-07,ocr3,scale_reading,ocr_qa,What is the drawing scale indicated in the title block?,"1"" = 64'","The drawing scale indicated in the title block is 1/16"" = 1'-0"".",0.0,0.0,Cohere Command A Vision
Apple-headquarter-plan-15-page-07,sp1,legend_location,spatial_qa,Where on the sheet is the legend describing the parking space types located?,In the upper-left portion of the drawing area.,The legend describing the parking space types is located in the upper left corner of the sheet.,1.0,1.0,Cohere Command A Vision
Apple-headquarter-plan-15-page-07,sp2,titleblock_location,spatial_qa,Where is the main title block located on the sheet?,Along the right edge near the lower-right corner.,The main title block is located in the bottom left corner of the sheet.,0.0,0.0,Cohere Command A Vision
Apple-headquarter-plan-15-page-07,cnt1,total_parking_spaces,counting_qa,How many total parking spaces are provided on Basement Level 01 according to the legend?,"1,140 parking spaces","According to the legend in the top left corner of the drawing, Basement Level 01 has a total of 1,140 parking spaces. This includes 394 standard parking spaces, 725 compact parking spaces, and 21 accessible parking spaces. Additionally, there are 270 electrical charging stations included within the standard and compact spaces.",1.0,1.0,Cohere Command A Vision
Apple-headquarter-plan-15-page-07,cnt2,standard_parking_count,counting_qa,How many Standard parking spaces are indicated in the legend?,394 Standard parking spaces,394.,1.0,1.0,Cohere Command A Vision
Apple-headquarter-plan-15-page-07,cnt3,charging_and_accessible_counts,counting_qa,How many Accessible parking spaces and Electrical charging stations are indicated in the legend?,21 Accessible parking spaces and 270 Electrical charging stations,The legend indicates 21 Accessible parking spaces and 270 Electrical charging stations (included in Standard and Compact spaces).,1.0,1.0,Cohere Command A Vision
Apple-headquarter-plan-15-page-07,cnt4,count_consultants,counting_qa,How many consulting firms are included on this floor plan?,Four (4) consultants.,Four.,1.0,1.0,Cohere Command A Vision
Apple-headquarter-plan-15-page-07,cmp1,no_internal_ramp_quadrant,comparison_qa,Which quadrant has no internal ramps?,The 3rd quadrant or the bottom left quadrant.,The third quadrant has no internal ramps.,1.0,1.0,Cohere Command A Vision
